representative,n,g,avoidance,certificate_avoidance,status,seconds,stdout
12476358,11,84371,39832429,39832429,PASS,0.007612,tau=12476358 n=11 g_3=84371 Av_11=39832429
12476358,12,2434054,476567546,476567546,PASS,0.150899,tau=12476358 n=12 g_4=2434054 Av_12=476567546
12476385,11,84390,39832410,39832410,PASS,0.007178,tau=12476385 n=11 g_3=84390 Av_11=39832410
12476385,12,2435954,476565646,476565646,PASS,0.186113,tau=12476385 n=12 g_4=2435954 Av_12=476565646
12476538,11,84198,39832602,39832602,PASS,0.007852,tau=12476538 n=11 g_3=84198 Av_11=39832602
12476538,12,2425157,476576443,476576443,PASS,0.196457,tau=12476538 n=12 g_4=2425157 Av_12=476576443
12476583,11,84116,39832684,39832684,PASS,0.007241,tau=12476583 n=11 g_3=84116 Av_11=39832684
12476583,12,2421243,476580357,476580357,PASS,0.152235,tau=12476583 n=12 g_4=2421243 Av_12=476580357
12476835,11,84296,39832504,39832504,PASS,0.007278,tau=12476835 n=11 g_3=84296 Av_11=39832504
12476835,12,2430829,476570771,476570771,PASS,0.147782,tau=12476835 n=12 g_4=2430829 Av_12=476570771
12476853,11,84287,39832513,39832513,PASS,0.007778,tau=12476853 n=11 g_3=84287 Av_11=39832513
12476853,12,2429932,476571668,476571668,PASS,0.167881,tau=12476853 n=12 g_4=2429932 Av_12=476571668
12478356,11,84296,39832504,39832504,PASS,0.007194,tau=12478356 n=11 g_3=84296 Av_11=39832504
12478356,12,2430789,476570811,476570811,PASS,0.166521,tau=12478356 n=12 g_4=2430789 Av_12=476570811
12478365,11,84298,39832502,39832502,PASS,0.006588,tau=12478365 n=11 g_3=84298 Av_11=39832502
12478365,12,2430995,476570605,476570605,PASS,0.162092,tau=12478365 n=12 g_4=2430995 Av_12=476570605
12478536,11,84385,39832415,39832415,PASS,0.007125,tau=12478536 n=11 g_3=84385 Av_11=39832415
12478536,12,2435488,476566112,476566112,PASS,0.151519,tau=12478536 n=12 g_4=2435488 Av_12=476566112
12478563,11,84204,39832596,39832596,PASS,0.010468,tau=12478563 n=11 g_3=84204 Av_11=39832596
12478563,12,2425818,476575782,476575782,PASS,0.208032,tau=12478563 n=12 g_4=2425818 Av_12=476575782
12478635,11,84297,39832503,39832503,PASS,0.007523,tau=12478635 n=11 g_3=84297 Av_11=39832503
12478635,12,2430908,476570692,476570692,PASS,0.187313,tau=12478635 n=12 g_4=2430908 Av_12=476570692
12478653,11,84203,39832597,39832597,PASS,0.009623,tau=12478653 n=11 g_3=84203 Av_11=39832597
12478653,12,2425737,476575863,476575863,PASS,0.164011,tau=12478653 n=12 g_4=2425737 Av_12=476575863
12483567,11,84286,39832514,39832514,PASS,0.007200,tau=12483567 n=11 g_3=84286 Av_11=39832514
12483567,12,2429777,476571823,476571823,PASS,0.148776,tau=12483567 n=12 g_4=2429777 Av_12=476571823
12483576,11,84293,39832507,39832507,PASS,0.006908,tau=12483576 n=11 g_3=84293 Av_11=39832507
12483576,12,2430446,476571154,476571154,PASS,0.148544,tau=12483576 n=12 g_4=2430446 Av_12=476571154
12483657,11,84289,39832511,39832511,PASS,0.009807,tau=12483657 n=11 g_3=84289 Av_11=39832511
12483657,12,2430060,476571540,476571540,PASS,0.168966,tau=12483657 n=12 g_4=2430060 Av_12=476571540
12483675,11,84292,39832508,39832508,PASS,0.009567,tau=12483675 n=11 g_3=84292 Av_11=39832508
12483675,12,2430371,476571229,476571229,PASS,0.163215,tau=12483675 n=12 g_4=2430371 Av_12=476571229
12483756,11,84289,39832511,39832511,PASS,0.007373,tau=12483756 n=11 g_3=84289 Av_11=39832511
12483756,12,2430085,476571515,476571515,PASS,0.151290,tau=12483756 n=12 g_4=2430085 Av_12=476571515
12483765,11,84196,39832604,39832604,PASS,0.008478,tau=12483765 n=11 g_3=84196 Av_11=39832604
12483765,12,2424981,476576619,476576619,PASS,0.167450,tau=12483765 n=12 g_4=2424981 Av_12=476576619
12485367,11,84381,39832419,39832419,PASS,0.009359,tau=12485367 n=11 g_3=84381 Av_11=39832419
12485367,12,2435082,476566518,476566518,PASS,0.151583,tau=12485367 n=12 g_4=2435082 Av_12=476566518
12485376,11,84385,39832415,39832415,PASS,0.007393,tau=12485376 n=11 g_3=84385 Av_11=39832415
12485376,12,2435447,476566153,476566153,PASS,0.181684,tau=12485376 n=12 g_4=2435447 Av_12=476566153
12485637,11,84387,39832413,39832413,PASS,0.007561,tau=12485637 n=11 g_3=84387 Av_11=39832413
12485637,12,2435701,476565899,476565899,PASS,0.158232,tau=12485637 n=12 g_4=2435701 Av_12=476565899
12485673,11,84202,39832598,39832598,PASS,0.007144,tau=12485673 n=11 g_3=84202 Av_11=39832598
12485673,12,2425637,476575963,476575963,PASS,0.149654,tau=12485673 n=12 g_4=2425637 Av_12=476575963
12485736,11,84465,39832335,39832335,PASS,0.007572,tau=12485736 n=11 g_3=84465 Av_11=39832335
12485736,12,2439287,476562313,476562313,PASS,0.189867,tau=12485736 n=12 g_4=2439287 Av_12=476562313
12485763,11,84289,39832511,39832511,PASS,0.010859,tau=12485763 n=11 g_3=84289 Av_11=39832511
12485763,12,2430133,476571467,476571467,PASS,0.158209,tau=12485763 n=12 g_4=2430133 Av_12=476571467
12486357,11,84465,39832335,39832335,PASS,0.009752,tau=12486357 n=11 g_3=84465 Av_11=39832335
12486357,12,2439290,476562310,476562310,PASS,0.187204,tau=12486357 n=12 g_4=2439290 Av_12=476562310
12486375,11,84463,39832337,39832337,PASS,0.012793,tau=12486375 n=11 g_3=84463 Av_11=39832337
12486375,12,2439077,476562523,476562523,PASS,0.151294,tau=12486375 n=12 g_4=2439077 Av_12=476562523
12486537,11,84387,39832413,39832413,PASS,0.008095,tau=12486537 n=11 g_3=84387 Av_11=39832413
12486537,12,2435673,476565927,476565927,PASS,0.151344,tau=12486537 n=12 g_4=2435673 Av_12=476565927
12486573,11,84291,39832509,39832509,PASS,0.006507,tau=12486573 n=11 g_3=84291 Av_11=39832509
12486573,12,2430334,476571266,476571266,PASS,0.152042,tau=12486573 n=12 g_4=2430334 Av_12=476571266
12486735,11,84293,39832507,39832507,PASS,0.007712,tau=12486735 n=11 g_3=84293 Av_11=39832507
12486735,12,2430511,476571089,476571089,PASS,0.159074,tau=12486735 n=12 g_4=2430511 Av_12=476571089
12486753,11,84201,39832599,39832599,PASS,0.007968,tau=12486753 n=11 g_3=84201 Av_11=39832599
12486753,12,2425533,476576067,476576067,PASS,0.142476,tau=12486753 n=12 g_4=2425533 Av_12=476576067
12487356,11,84303,39832497,39832497,PASS,0.007067,tau=12487356 n=11 g_3=84303 Av_11=39832497
12487356,12,2431452,476570148,476570148,PASS,0.152596,tau=12487356 n=12 g_4=2431452 Av_12=476570148
12487365,11,84297,39832503,39832503,PASS,0.006528,tau=12487365 n=11 g_3=84297 Av_11=39832503
12487365,12,2430879,476570721,476570721,PASS,0.184003,tau=12487365 n=12 g_4=2430879 Av_12=476570721
12487536,11,84381,39832419,39832419,PASS,0.007358,tau=12487536 n=11 g_3=84381 Av_11=39832419
12487536,12,2435093,476566507,476566507,PASS,0.200823,tau=12487536 n=12 g_4=2435093 Av_12=476566507
12487563,11,84203,39832597,39832597,PASS,0.008374,tau=12487563 n=11 g_3=84203 Av_11=39832597
12487563,12,2425739,476575861,476575861,PASS,0.181775,tau=12487563 n=12 g_4=2425739 Av_12=476575861
12487635,11,84290,39832510,39832510,PASS,0.009368,tau=12487635 n=11 g_3=84290 Av_11=39832510
12487635,12,2430210,476571390,476571390,PASS,0.177475,tau=12487635 n=12 g_4=2430210 Av_12=476571390
12487653,11,84108,39832692,39832692,PASS,0.007279,tau=12487653 n=11 g_3=84108 Av_11=39832692
12487653,12,2420418,476581182,476581182,PASS,0.192380,tau=12487653 n=12 g_4=2420418 Av_12=476581182
12543768,11,83921,39832879,39832879,PASS,0.008136,tau=12543768 n=11 g_3=83921 Av_11=39832879
12543768,12,2410068,476591532,476591532,PASS,0.173307,tau=12543768 n=12 g_4=2410068 Av_12=476591532
12543786,11,84012,39832788,39832788,PASS,0.008876,tau=12543786 n=11 g_3=84012 Av_11=39832788
12543786,12,2414986,476586614,476586614,PASS,0.154713,tau=12543786 n=12 g_4=2414986 Av_12=476586614
12546738,11,84203,39832597,39832597,PASS,0.007445,tau=12546738 n=11 g_3=84203 Av_11=39832597
12546738,12,2425723,476575877,476575877,PASS,0.163210,tau=12546738 n=12 g_4=2425723 Av_12=476575877
12546783,11,84110,39832690,39832690,PASS,0.006949,tau=12546783 n=11 g_3=84110 Av_11=39832690
12546783,12,2420647,476580953,476580953,PASS,0.161007,tau=12546783 n=12 g_4=2420647 Av_12=476580953
12546837,11,84297,39832503,39832503,PASS,0.008185,tau=12546837 n=11 g_3=84297 Av_11=39832503
12546837,12,2430881,476570719,476570719,PASS,0.157577,tau=12546837 n=12 g_4=2430881 Av_12=476570719
12546873,11,84117,39832683,39832683,PASS,0.010091,tau=12546873 n=11 g_3=84117 Av_11=39832683
12546873,12,2421345,476580255,476580255,PASS,0.166547,tau=12546873 n=12 g_4=2421345 Av_12=476580255
12547368,11,84281,39832519,39832519,PASS,0.010368,tau=12547368 n=11 g_3=84281 Av_11=39832519
12547368,12,2429227,476572373,476572373,PASS,0.147265,tau=12547368 n=12 g_4=2429227 Av_12=476572373
12547386,11,84375,39832425,39832425,PASS,0.008056,tau=12547386 n=11 g_3=84375 Av_11=39832425
12547386,12,2434440,476567160,476567160,PASS,0.163309,tau=12547386 n=12 g_4=2434440 Av_12=476567160
12547638,11,84204,39832596,39832596,PASS,0.007249,tau=12547638 n=11 g_3=84204 Av_11=39832596
12547638,12,2425783,476575817,476575817,PASS,0.183718,tau=12547638 n=12 g_4=2425783 Av_12=476575817
12547683,11,84112,39832688,39832688,PASS,0.010255,tau=12547683 n=11 g_3=84112 Av_11=39832688
12547683,12,2420851,476580749,476580749,PASS,0.157060,tau=12547683 n=12 g_4=2420851 Av_12=476580749
12547836,11,84298,39832502,39832502,PASS,0.010264,tau=12547836 n=11 g_3=84298 Av_11=39832502
12547836,12,2430997,476570603,476570603,PASS,0.175902,tau=12547836 n=12 g_4=2430997 Av_12=476570603
12547863,11,84205,39832595,39832595,PASS,0.007575,tau=12547863 n=11 g_3=84205 Av_11=39832595
12547863,12,2425934,476575666,476575666,PASS,0.155601,tau=12547863 n=12 g_4=2425934 Av_12=476575666
12548367,11,84292,39832508,39832508,PASS,0.007154,tau=12548367 n=11 g_3=84292 Av_11=39832508
12548367,12,2430356,476571244,476571244,PASS,0.154931,tau=12548367 n=12 g_4=2430356 Av_12=476571244
12548376,11,84202,39832598,39832598,PASS,0.007678,tau=12548376 n=11 g_3=84202 Av_11=39832598
12548376,12,2425569,476576031,476576031,PASS,0.154961,tau=12548376 n=12 g_4=2425569 Av_12=476576031
12548637,11,84385,39832415,39832415,PASS,0.010363,tau=12548637 n=11 g_3=84385 Av_11=39832415
12548637,12,2435463,476566137,476566137,PASS,0.151842,tau=12548637 n=12 g_4=2435463 Av_12=476566137
12548673,11,84205,39832595,39832595,PASS,0.007852,tau=12548673 n=11 g_3=84205 Av_11=39832595
12548673,12,2425936,476575664,476575664,PASS,0.152346,tau=12548673 n=12 g_4=2425936 Av_12=476575664
12548736,11,84296,39832504,39832504,PASS,0.007950,tau=12548736 n=11 g_3=84296 Av_11=39832504
12548736,12,2430794,476570806,476570806,PASS,0.153355,tau=12548736 n=12 g_4=2430794 Av_12=476570806
12548763,11,84115,39832685,39832685,PASS,0.006873,tau=12548763 n=11 g_3=84115 Av_11=39832685
12548763,12,2421139,476580461,476580461,PASS,0.149665,tau=12548763 n=12 g_4=2421139 Av_12=476580461
12563478,11,84113,39832687,39832687,PASS,0.006934,tau=12563478 n=11 g_3=84113 Av_11=39832687
12563478,12,2420851,476580749,476580749,PASS,0.152835,tau=12563478 n=12 g_4=2420851 Av_12=476580749
12563748,11,84293,39832507,39832507,PASS,0.007547,tau=12563748 n=11 g_3=84293 Av_11=39832507
12563748,12,2430471,476571129,476571129,PASS,0.163510,tau=12563748 n=12 g_4=2430471 Av_12=476571129
12563784,11,84300,39832500,39832500,PASS,0.007791,tau=12563784 n=11 g_3=84300 Av_11=39832500
12563784,12,2431196,476570404,476570404,PASS,0.151357,tau=12563784 n=12 g_4=2431196 Av_12=476570404
12563847,11,84382,39832418,39832418,PASS,0.006826,tau=12563847 n=11 g_3=84382 Av_11=39832418
12563847,12,2435190,476566410,476566410,PASS,0.186611,tau=12563847 n=12 g_4=2435190 Av_12=476566410
12563874,11,84301,39832499,39832499,PASS,0.007401,tau=12563874 n=11 g_3=84301 Av_11=39832499
12563874,12,2431289,476570311,476570311,PASS,0.167048,tau=12563874 n=12 g_4=2431289 Av_12=476570311
12564378,11,84111,39832689,39832689,PASS,0.010241,tau=12564378 n=11 g_3=84111 Av_11=39832689
12564378,12,2420665,476580935,476580935,PASS,0.176734,tau=12564378 n=12 g_4=2420665 Av_12=476580935
12564738,11,84289,39832511,39832511,PASS,0.007473,tau=12564738 n=11 g_3=84289 Av_11=39832511
12564738,12,2430106,476571494,476571494,PASS,0.173433,tau=12564738 n=12 g_4=2430106 Av_12=476571494
12564783,11,84207,39832593,39832593,PASS,0.007071,tau=12564783 n=11 g_3=84207 Av_11=39832593
12564783,12,2426133,476575467,476575467,PASS,0.161528,tau=12564783 n=12 g_4=2426133 Av_12=476575467
12564837,11,84297,39832503,39832503,PASS,0.006865,tau=12564837 n=11 g_3=84297 Av_11=39832503
12564837,12,2430912,476570688,476570688,PASS,0.170620,tau=12564837 n=12 g_4=2430912 Av_12=476570688
12564873,11,84209,39832591,39832591,PASS,0.007807,tau=12564873 n=11 g_3=84209 Av_11=39832591
12564873,12,2426348,476575252,476575252,PASS,0.169325,tau=12564873 n=12 g_4=2426348 Av_12=476575252
12567348,11,84117,39832683,39832683,PASS,0.008470,tau=12567348 n=11 g_3=84117 Av_11=39832683
12567348,12,2421348,476580252,476580252,PASS,0.166655,tau=12567348 n=12 g_4=2421348 Av_12=476580252
12567384,11,84205,39832595,39832595,PASS,0.013512,tau=12567384 n=11 g_3=84205 Av_11=39832595
12567384,12,2425993,476575607,476575607,PASS,0.170409,tau=12567384 n=12 g_4=2425993 Av_12=476575607
12567438,11,84117,39832683,39832683,PASS,0.010197,tau=12567438 n=11 g_3=84117 Av_11=39832683
12567438,12,2421350,476580250,476580250,PASS,0.167850,tau=12567438 n=12 g_4=2421350 Av_12=476580250
12567483,11,84204,39832596,39832596,PASS,0.007463,tau=12567483 n=11 g_3=84204 Av_11=39832596
12567483,12,2425856,476575744,476575744,PASS,0.153596,tau=12567483 n=12 g_4=2425856 Av_12=476575744
12567834,11,84022,39832778,39832778,PASS,0.006984,tau=12567834 n=11 g_3=84022 Av_11=39832778
12567834,12,2416069,476585531,476585531,PASS,0.190152,tau=12567834 n=12 g_4=2416069 Av_12=476585531
12567843,11,84022,39832778,39832778,PASS,0.007352,tau=12567843 n=11 g_3=84022 Av_11=39832778
12567843,12,2416069,476585531,476585531,PASS,0.152926,tau=12567843 n=12 g_4=2416069 Av_12=476585531
12568347,11,84299,39832501,39832501,PASS,0.010208,tau=12568347 n=11 g_3=84299 Av_11=39832501
12568347,12,2431116,476570484,476570484,PASS,0.173587,tau=12568347 n=12 g_4=2431116 Av_12=476570484
12568374,11,84386,39832414,39832414,PASS,0.007460,tau=12568374 n=11 g_3=84386 Av_11=39832414
12568374,12,2435617,476565983,476565983,PASS,0.178612,tau=12568374 n=12 g_4=2435617 Av_12=476565983
12568437,11,84306,39832494,39832494,PASS,0.008240,tau=12568437 n=11 g_3=84306 Av_11=39832494
12568437,12,2431777,476569823,476569823,PASS,0.158692,tau=12568437 n=12 g_4=2431777 Av_12=476569823
12568473,11,84376,39832424,39832424,PASS,0.006767,tau=12568473 n=11 g_3=84376 Av_11=39832424
12568473,12,2434636,476566964,476566964,PASS,0.206257,tau=12568473 n=12 g_4=2434636 Av_12=476566964
12568734,11,84117,39832683,39832683,PASS,0.007155,tau=12568734 n=11 g_3=84117 Av_11=39832683
12568734,12,2421376,476580224,476580224,PASS,0.158257,tau=12568734 n=12 g_4=2421376 Av_12=476580224
12568743,11,84117,39832683,39832683,PASS,0.010164,tau=12568743 n=11 g_3=84117 Av_11=39832683
12568743,12,2421371,476580229,476580229,PASS,0.180388,tau=12568743 n=12 g_4=2421371 Av_12=476580229
12573648,11,84373,39832427,39832427,PASS,0.007168,tau=12573648 n=11 g_3=84373 Av_11=39832427
12573648,12,2434232,476567368,476567368,PASS,0.158943,tau=12573648 n=12 g_4=2434232 Av_12=476567368
12573684,11,84467,39832333,39832333,PASS,0.007190,tau=12573684 n=11 g_3=84467 Av_11=39832333
12573684,12,2439469,476562131,476562131,PASS,0.150099,tau=12573684 n=12 g_4=2439469 Av_12=476562131
12573846,11,84385,39832415,39832415,PASS,0.007278,tau=12573846 n=11 g_3=84385 Av_11=39832415
12573846,12,2435522,476566078,476566078,PASS,0.185592,tau=12573846 n=12 g_4=2435522 Av_12=476566078
12573864,11,84470,39832330,39832330,PASS,0.012139,tau=12573864 n=11 g_3=84470 Av_11=39832330
12573864,12,2439782,476561818,476561818,PASS,0.147225,tau=12573864 n=12 g_4=2439782 Av_12=476561818
12574368,11,84371,39832429,39832429,PASS,0.007564,tau=12574368 n=11 g_3=84371 Av_11=39832429
12574368,12,2434050,476567550,476567550,PASS,0.195914,tau=12574368 n=12 g_4=2434050 Av_12=476567550
12574386,11,84381,39832419,39832419,PASS,0.007012,tau=12574386 n=11 g_3=84381 Av_11=39832419
12574386,12,2435046,476566554,476566554,PASS,0.158826,tau=12574386 n=12 g_4=2435046 Av_12=476566554
12574638,11,84285,39832515,39832515,PASS,0.010203,tau=12574638 n=11 g_3=84285 Av_11=39832515
12574638,12,2429664,476571936,476571936,PASS,0.171809,tau=12574638 n=12 g_4=2429664 Av_12=476571936
12574683,11,84289,39832511,39832511,PASS,0.007274,tau=12574683 n=11 g_3=84289 Av_11=39832511
12574683,12,2430133,476571467,476571467,PASS,0.149058,tau=12574683 n=12 g_4=2430133 Av_12=476571467
12574836,11,84468,39832332,39832332,PASS,0.014492,tau=12574836 n=11 g_3=84468 Av_11=39832332
12574836,12,2439577,476562023,476562023,PASS,0.163342,tau=12574836 n=12 g_4=2439577 Av_12=476562023
12574863,11,84378,39832422,39832422,PASS,0.006873,tau=12574863 n=11 g_3=84378 Av_11=39832422
12574863,12,2434808,476566792,476566792,PASS,0.171861,tau=12574863 n=12 g_4=2434808 Av_12=476566792
12576348,11,84208,39832592,39832592,PASS,0.010339,tau=12576348 n=11 g_3=84208 Av_11=39832592
12576348,12,2426211,476575389,476575389,PASS,0.168787,tau=12576348 n=12 g_4=2426211 Av_12=476575389
12576384,11,84300,39832500,39832500,PASS,0.010291,tau=12576384 n=11 g_3=84300 Av_11=39832500
12576384,12,2431240,476570360,476570360,PASS,0.185609,tau=12576384 n=12 g_4=2431240 Av_12=476570360
12576438,11,84202,39832598,39832598,PASS,0.007554,tau=12576438 n=11 g_3=84202 Av_11=39832598
12576438,12,2425588,476576012,476576012,PASS,0.182035,tau=12576438 n=12 g_4=2425588 Av_12=476576012
12576483,11,84291,39832509,39832509,PASS,0.006994,tau=12576483 n=11 g_3=84291 Av_11=39832509
12576483,12,2430354,476571246,476571246,PASS,0.170797,tau=12576483 n=12 g_4=2430354 Av_12=476571246
12576834,11,84115,39832685,39832685,PASS,0.006950,tau=12576834 n=11 g_3=84115 Av_11=39832685
12576834,12,2421168,476580432,476580432,PASS,0.147111,tau=12576834 n=12 g_4=2421168 Av_12=476580432
12576843,11,84115,39832685,39832685,PASS,0.007764,tau=12576843 n=11 g_3=84115 Av_11=39832685
12576843,12,2421159,476580441,476580441,PASS,0.176856,tau=12576843 n=12 g_4=2421159 Av_12=476580441
12578346,11,84208,39832592,39832592,PASS,0.010004,tau=12578346 n=11 g_3=84208 Av_11=39832592
12578346,12,2426262,476575338,476575338,PASS,0.158232,tau=12578346 n=12 g_4=2426262 Av_12=476575338
12578364,11,84381,39832419,39832419,PASS,0.006572,tau=12578364 n=11 g_3=84381 Av_11=39832419
12578364,12,2435114,476566486,476566486,PASS,0.161318,tau=12578364 n=12 g_4=2435114 Av_12=476566486
12578436,11,84297,39832503,39832503,PASS,0.010042,tau=12578436 n=11 g_3=84297 Av_11=39832503
12578436,12,2430923,476570677,476570677,PASS,0.205426,tau=12578436 n=12 g_4=2430923 Av_12=476570677
12578463,11,84288,39832512,39832512,PASS,0.007557,tau=12578463 n=11 g_3=84288 Av_11=39832512
12578463,12,2430016,476571584,476571584,PASS,0.190287,tau=12578463 n=12 g_4=2430016 Av_12=476571584
12578634,11,84201,39832599,39832599,PASS,0.010405,tau=12578634 n=11 g_3=84201 Av_11=39832599
12578634,12,2425572,476576028,476576028,PASS,0.156515,tau=12578634 n=12 g_4=2425572 Av_12=476576028
12578643,11,84201,39832599,39832599,PASS,0.006816,tau=12578643 n=11 g_3=84201 Av_11=39832599
12578643,12,2425550,476576050,476576050,PASS,0.165188,tau=12578643 n=12 g_4=2425550 Av_12=476576050
12583674,11,84394,39832406,39832406,PASS,0.011017,tau=12583674 n=11 g_3=84394 Av_11=39832406
12583674,12,2436362,476565238,476565238,PASS,0.155915,tau=12583674 n=12 g_4=2436362 Av_12=476565238
12583764,11,84299,39832501,39832501,PASS,0.007228,tau=12583764 n=11 g_3=84299 Av_11=39832501
12583764,12,2431066,476570534,476570534,PASS,0.154224,tau=12583764 n=12 g_4=2431066 Av_12=476570534
12584367,11,84302,39832498,39832498,PASS,0.007735,tau=12584367 n=11 g_3=84302 Av_11=39832498
12584367,12,2431330,476570270,476570270,PASS,0.151814,tau=12584367 n=12 g_4=2431330 Av_12=476570270
12584376,11,84295,39832505,39832505,PASS,0.007614,tau=12584376 n=11 g_3=84295 Av_11=39832505
